OGC_FID,status,licensetype,issuedate,premisesaddress,x,y,business
1152,ACTIVE,21,2000-05-15T,"6907 PARADISE VALLEY RD 4, SAN DIEGO, CA  92139",6316971.65872,1831326.76851,Paradise Liquor
1153,ACTIVE,41,2000-05-03T,"4455 EL CAJON BLVD, SAN DIEGO, CA  92115",6300842.49851,1855518.18371,Saigon Restaurant
1154,SUREND,41,2000-03-30T,"1120 ADELLA AVE, CORONADO, CA  92118",6276372.28427,1829256.85004,Binos European Coffees And Crepes
1155,ACTIVE,20,2000-06-22T,"11891 RANCHO BERNARDO RD, SAN DIEGO, CA  92128",6308846.61099,1952817.08544,Rancho Bernardo Am Pm
1156,ACTIVE,41,2000-11-27T,"1858 GARNET AVE, SAN DIEGO, CA  92109",6258513.24793,1872801.86569,La Cosa Pizza
1157,ACTIVE,47,2000-06-02T,"628-636 FIFTH AVE, SAN DIEGO, CA  92101",-1,-1,La Fiesta
1158,ACTIVE,47,2000-06-21T,"8757 RIO SAN DIEGO DR, SAN DIEGO, CA  92108",6288137.16078,1862897.30193,Marriott
1159,ACTIVE,20,2000-05-18T,"7750 STARLING DR, SAN DIEGO, CA  92123",6283246.19573,1869642.3934,7 Eleven 2121 13648
1160,ACTIVE,21,2000-06-26T,"1148 25TH ST, SAN DIEGO, CA  92102",6287940.82528,1842069.15542,Jaroco Discount Market
1161,ACTIVE,21,2000-06-19T,"2345 FENTON PKWY, SAN DIEGO, CA  92108",6341461.0399,1817428.53061,Costco Wholesale 488
1162,ACTIVE,40,2000-04-26T,"831 E 8TH ST, NATIONAL CITY, CA  91950-2442",-1,-1,Dakota Inn
1163,ACTIVE,21,2000-08-21T,"9969 MIRA MESA BLVD, STE 8A, SAN DIEGO, CA  92131",6296983.74551,1914284.11885,Scripps Ranch Liquor
1164,ACTIVE,21,2000-05-04T,"9298 MIRA MESA BLVD, SAN DIEGO, CA  92126",6293032.70236,1914794.92838,Crown Liquor & Wine
1165,ACTIVE,48,2000-10-20T,"1680 BROADWAY, STE A-C, CHULA VISTA, CA  91911",6307139.66102,1797371.33697,Marisols
1166,ACTIVE,47,2000-10-02T,"710 OLIVER AVE, SAN DIEGO, CA  92109",6252748.73364,1869332.01421,La Haina Beach House
1167,ACTIVE,21,2000-06-12T,"3834 MASSACHUSETTS AVE, LA MESA, CA  91941",6317796.48271,1852501.26603,Sierra Market & Liquor
1168,ACTIVE,21,2000-06-21T,"1558 N MAGNOLIA AVE, STE F, EL CAJON, CA  92020",6342834.9677,1880509.67061,Eagle Liquor
1169,SUREND,20,2000-06-13T,"345 N MAGNOLIA AVE, STE 102, EL CAJON, CA  92020",6342678.068,1870808.421,Wells Quick Mart
1170,ACTIVE,47,2000-10-24T,"644 5TH AVE, SAN DIEGO, CA  92101",6304467.834,1985558.905,Chianti Restaurant
1171,ACTIVE,41,2000-07-06T,"1790 W WASHINGTON ST, SAN DIEGO, CA  92103",6275313.00924,1851644.32354,Yoshino Japanese Restaurant
1172,SUREND,47,2000-07-27T,"1014 GRAND AVE, SAN DIEGO, CA  92109-4117",6254149.60912,1870617.18898,Australian Pub The
1173,ACTIVE,20,2000-06-27T,"2400 HIGHLAND AVE, NATIONAL CITY, CA  91950",6302052.60988,1822418.4049,7 Eleven 2131 20785
1174,ACTIVE,47,2000-09-11T,"1536 INDIA ST, SAN DIEGO, CA  92101",6279175.92142,1843561.0704,Indigo Grill
1175,ACTIVE,20,2000-07-11T,"1840 QUIVIRA WY, SAN DIEGO, CA  92109",6258670.57035,1857908.8801,Ranch Catering
1176,ACTIVE,47,2000-09-18T,"828 5TH AVE, SAN DIEGO, CA  92101",6304467.834,1985558.905,Sadaf Restaurant
1177,ACTIVE,47,2000-07-24T,"1275 QUAIL GARDENS DR, ENCINITAS, CA  92024",6246553.92857,1964690,Encinitas Ranch Cafe
1178,ACTIVE,41,2000-07-24T,"2975 CARLSBAD BLVD, STE B, CARLSBAD, CA  92008",6240488.75625,2018100.50396,Jays Gourmet Pizza And Seafood
1179,ACTIVE,48,2001-03-23T,"1200 GARNET AVE, SAN DIEGO, CA  92109",6255022.27021,1871799.62931,Tavern At The Beach The
1180,ACTIVE,20,2000-07-10T,"3535 INDIA ST, SAN DIEGO, CA  92103",6276371.79639,1850198.60355,India Chevron
1181,ACTIVE,41,2000-07-24T,"3843-45 FOURTH AVE, SAN DIEGO, CA  92103",-1,-1,Arrivederci Restaurant
1182,ACTIVE,41,2000-09-27T,"660 S EL CAMINO REAL, OCEANSIDE, CA  92057",6261019.797,1936914.786,Emerald Isle Golf
1183,ACTIVE,41,2000-10-17T,"2990 JAMACHA RD, STE 148, EL CAJON, CA  92019",6348891.84319,1849907.51852,Hong Kong City
1184,ACTIVE,47,2000-08-10T,"1515 HOTEL CIR S, SAN DIEGO, CA  92108",6276611.16008,1857679.37686,Doubletree Club Hotel
1185,ACTIVE,47,2000-08-17T,"322 5TH AVE, SAN DIEGO, CA  92101-6910",6303400.752,1984758.149,Acqua Al 2
1186,ACTIVE,47,2000-09-15T,"2040 HARBOR ISLAND DR, STE 2B UPPER LEVEL, SAN DIEGO, CA  92101",6266077.6409,1845264.91947,Boathouse Restaurant
1187,ACTIVE,47,2000-10-11T,"5451 KEARNY VILLA RD, SAN DIEGO, CA  92123",6288802.32743,1884026.8935,Shogun Kobe Inc
1188,ACTIVE,47,2001-01-17T,"734 UNIVERSITY AVE, STE C, SAN DIEGO, CA  92103",6282564.20524,1853384.22501,Chipolte Mexican Grill
1189,ACTIVE,41,2000-09-21T,"13504 13506 POWAY RD, # B, POWAY, CA  92064",-1,-1,Rubios Fresh Mexican Grill 139
1190,ACTIVE,47,2001-04-12T,"416 & 420 THIRD AVE, SAN DIEGO, CA  92101",-1,-1,Candelas Restaurant Inc
1191,ACTIVE,21,2000-09-27T,"320 N MIDWAY DR, STE A, ESCONDIDO, CA  92027",6316784.70895,1993891.04731,Corner Food Liquor
1192,ACTIVE,48,2000-09-08T,"132 ORANGE AVE, CORONADO, CA  92118",6277673.62822,1835118.56194,Little Club Incorporated The
1193,ACTIVE,47,2000-10-05T,"310 5TH AVE, SAN DIEGO, CA  92101",6303400.752,1984758.149,Rockin Baja Lobster Gaslamp
1194,ACTIVE,41,2000-10-10T,"731 W SAN MARCOS BLVD, STE 124, SAN MARCOS, CA  92078",6276975.47963,1994707.28753,Dennys 7445
1195,ACTIVE,21,2000-10-20T,"4340 MISSION BLVD, SAN DIEGO, CA  92109",6252813.28001,1870273.30586,7 Eleven 2121 13609
1196,ACTIVE,20,2000-10-03T,"335 JAMACHA RD, EL CAJON, CA  92019",6351838.18611,1868771.83951,7 Eleven 2131 13660
1197,ACTIVE,20,2000-10-06T,"4610 AVOCADO BLVD, LA MESA, CA  91941",6342926.91964,1858186.53289,7 Eleven 2131 13664
1198,ACTIVE,86,2000-11-02T,"1702 GARNET AVE, SAN DIEGO, CA  92109",6257937.70414,1872852.22454,Vons 2116
1199,ACTIVE,21,2000-12-19T,"931 LOMAS SANTA FE DR, SOLANA BEACH, CA  92075",6253666.27914,1943021.71605,Vons 2327
1200,ACTIVE,47,2000-10-13T,"1454 CAMINO DEL MAR, DEL MAR, CA  92014",-1,-1,Americana
1201,ACTIVE,47,2000-12-21T,"1640 CAMINO DEL RIO N, STE 125, SAN DIEGO, CA  92108",-1,-1,Outback Steakhouse
1202,ACTIVE,41,2000-10-19T,"1535 GARNET AVE, SAN DIEGO, CA  92109",6256900.92925,1872051.41481,Mister Sushi
1203,ACTIVE,20,2000-11-13T,"460 SANDPIPER WAY, CHULA VISTA, CA  91910",6298360.24581,1809058.58569,Chula Vista General Store
1204,ACTIVE,47,2002-09-13T,"10184 SCRIPPS POWAY PKWY, SAN DIEGO, CA  92131",-1,-1,Chilis Grill & Bar 701
1205,ACTIVE,47,2001-05-07T,"2980 PLAZA BONITA RD, NATIONAL CITY, CA  91950",6310190.48178,1820687.34533,Outback Steakhouse
1206,ACTIVE,20,2000-09-27T,"1846 BACON ST, SAN DIEGO, CA  92107",6253528.44088,1852644.71539,Pomas Italian Delicatessen
1207,ACTIVE,47,2001-02-13T,"554 4TH AVE, SAN DIEGO, CA  92101",-1,-1,Dublin Square Irish Pub & Grill
1208,ACTIVE,47,2001-09-18T,"103 FLETCHER PKWY, EL CAJON, CA  92020",6551125.092,2013932.462,On The Border
1209,ACTIVE,47,2002-03-05T,"8651 SPECTRUM CT, SAN DIEGO, CA  92123",6287562.00464,1881454.33287,Courtyard By Marriott
1210,ACTIVE,21,2000-10-10T,"4693 VOLTAIRE ST, SAN DIEGO, CA  92107",6256831.48403,1853594.31481,Abc Liquor
1211,ACTIVE,21,2000-12-06T,"4232 POPLAR ST, SAN DIEGO, CA  92105",6298880.35987,1848595.83446,El General Market 2
1212,ACTIVE,48,2000-11-20T,"502 E MISSION RD, SAN MARCOS, CA  92069",6285489.72307,1997463.62178,Cow Shed Bar & Grill
1213,ACTIVE,41,2001-03-28T,"4444 UNIVERSITY AVE A, SAN DIEGO, CA  92105",6300808.73014,1853743.1933,International Restaurant
1214,ACTIVE,51,2000-12-11T,"1502 CIRCA DEL LAGO, SAN MARCOS, CA  92078",6267595.85864,1990045.93846,Chateau Lake San Marcos Homeowners Association Clubhouse
1215,ACTIVE,57,2000-12-01T,"7430 JACKSON DR, SAN DIEGO, CA  92119",6316893.95695,1872882.01428,San Diego Elks Lodge 168
1216,ACTIVE,41,2000-11-22T,"1503 N MAGNOLIA AVE, EL CAJON, CA  92020",6342834.95891,1880508.21954,La Casita Taco Shop
1217,ACTIVE,54,2000-12-13T,"1066 N HARBOR DR, ADVENTURE HORNBLOWER, SAN DIEGO, CA  92101",6277545.76198,1841805.2067,Adventure Hornblower
1218,ACTIVE,20,2000-12-14T,"2336 HIGHLAND AVE, NATIONAL CITY, CA  91950",6302006.4796,1822603.89732,Highland Arco
1219,ACTIVE,21,2001-01-02T,"2499 MARKET ST, SAN DIEGO, CA  92102",6287752.94096,1839762.3929,Hilltop Liquor
1220,ACTIVE,51,2000-12-26T,"414 N MAGNOLIA AVE, EL CAJON, CA  92020-3607",6342395.44265,1871490.82819,Chaldean American Association
1221,ACTIVE,20,2001-01-25T,"1256 AUTO PARK WAY, ESCONDIDO, CA  92029",6302188.64651,1984133.66337,Cost Plus World Market
1222,ACTIVE,21,2000-12-21T,"901 PALOMAR AIRPORT RD, CARLSBAD, CA  92011",6234457.544,1989573.2645,7 Eleven 2111 27109
1223,ACTIVE,21,2001-04-10T,"2740 ADAMS AVE, SAN DIEGO, CA  92116",6289846.8051,1858592.39285,Adams Avenue Liquor
1224,ACTIVE,47,2000-12-28T,"1401 S COAST HWY, OCEANSIDE, CA  92054-5353",6213290.706,2019279.806,Surf Bowl
1225,SUREND,20,2001-02-05T,"630-636 FIFTH AVE, SAN DIEGO, CA  92101",-1,-1,Ferris & Ferris
1226,ACTIVE,47,2001-03-02T,"4373 LA JOLLA VILLAGE DR G12, SAN DIEGO, CA  92122",6266744.48238,1898254.34721,Red Robin Burger & Spirits Emporiums
1227,ACTIVE,21,2001-01-17T,"917 EL CAJON BLVD, EL CAJON, CA  92020",6337838.33249,1866051.87212,Bobs Bottle Shop
1228,ACTIVE,21,2001-01-24T,"8955 MIRA MESA BLVD, SAN DIEGO, CA  92126",6291047.88846,1913442.76392,Seafood City Supermarket
1229,ACTIVE,47,2001-01-25T,"625 ENCINITAS BLVD, STE C, ENCINITAS, CA  92024",6246520.56444,1962461.90741,Chins Szechwan Restaurant
1230,ACTIVE,20,2001-02-09T,"505 W SAN MARCOS BLVD B, SAN MARCOS, CA  92069",6278920.34963,1995312.86378,El Mercado Market
1231,ACTIVE,21,2001-02-01T,"34 N EUCLID AVE, NATIONAL CITY, CA  91950-1934",6304655.77221,1832139.87249,Wrigleys Supermarket
1232,ACTIVE,20,2001-01-26T,"13307 HIGHWAY 8 BUSINESS, BUSINESS, EL CAJON, CA  92021",-1,-1,Food Farm Market
1233,ACTIVE,54,2001-01-18T,"505 W HARBOR DR, SAN DIEGO, CA  92101",6279815.28395,1839687.94884,Flagship Cruises And Events Quiet Heart
1234,ACTIVE,21,2001-02-16T,"2955 K ST, SAN DIEGO, CA  92102",6290796.06393,1838603.11513,Als Food Market
1235,ACTIVE,41,2001-03-21T,"1050 GARNET AVE, STE B, SAN DIEGO, CA  92109",6254124.3709,1871567.42888,Sinbad Cafe
1236,ACTIVE,40,2001-01-23T,"7816 BROADWAY, LEMON GROVE, CA  91945",6321796.38237,1851050.5326,Panda Restaurant
1237,ACTIVE,21,2001-02-05T,"108 E 8TH ST, NATIONAL CITY, CA  91950",-1,-1,Big Ben Market
1238,ACTIVE,41,2001-02-15T,"330 W FELICITA AVE, STE A1, ESCONDIDO, CA  92025",6309461.34186,1981797.17901,Las Brazas
1239,ACTIVE,47,2001-04-24T,"1555 CAMINO DEL MAR, 301 & 327, DEL MAR, CA  92014",-1,-1,Il Fornaio
1240,ACTIVE,21,2001-03-12T,"4919 CONVOY ST, SAN DIEGO, CA  92111",6284320.95038,1883181.6988,Mesa Liquor & Wine Co
1241,ACTIVE,21,2001-02-22T,"6602 MISSION GORGE RD, SAN DIEGO, CA  92120",6301000.3648,1869478.98568,Village Square Liquor
1242,ACTIVE,41,2001-03-27T,"3964 HARNEY ST, SAN DIEGO, CA  92110-2825",6270932.04457,1854836.33454,Harney Sushi
1243,ACTIVE,41,2001-05-07T,"2660 VIA DE LA VALLE, SAN DIEGO, CA  92014",6254878.31544,1937550.64713,Miltons Restaurant Delicatessan
1244,ACTIVE,48,2001-04-16T,"4690 CONVOY ST, STE 113, SAN DIEGO, CA  92111",6283408.67952,1881771.17263,Club Legend
1245,ACTIVE,47,2001-04-24T,"148 E MAIN ST, EL CAJON, CA  92020",6343125.06128,1869645.22936,Por Favor Restaurant
1246,ACTIVE,21,2001-04-03T,"9326 MIRA MESA BLVD, SAN DIEGO, CA  92126-4817",6293324.22784,1914782.04321,Lucky Seafood Supermarket
1247,ACTIVE,41,2001-04-03T,"9326 MIRA MESA BLVD, STE A, SAN DIEGO, CA  92126-4817",6293324.22784,1914782.04321,Lucky Seafood Supermarket
1248,SUREND,20,2001-08-02T,"13425 COMMUNITY RD, POWAY, CA  92064",6319060.61428,1929938.3824,Wal Mart Store 1700
1249,ACTIVE,21,2001-08-17T,"13487 CAMINO CANADA, EL CAJON, CA  92021-8811",-1,-1,Wal Mart Store 2253
1250,ACTIVE,20,2001-06-14T,"9550 WAPLES ST, STE 110, SAN DIEGO, CA  92121",6275239.06508,1909776.19439,Jbn Imports Ltd
1251,ACTIVE,41,2001-03-23T,"9460 MIRA MESA BLVD, STE E, SAN DIEGO, CA  92126",6294269.92443,1915304.36877,Golden State Seafood Restaurant
1252,ACTIVE,20,2001-04-11T,"750 N ESCONDIDO BLVD, ESCONDIDO, CA  92025-1704",6304688.17128,1991313.08228,North County Auto Center
1253,ACTIVE,20,2001-04-24T,"8261 GOLD COAST DR, SAN DIEGO, CA  92126",6286794.11158,1910238.80856,7 Eleven 2111 32131
1254,ACTIVE,47,2001-05-29T,"8949 LA MESA BLVD, LA MESA, CA  91941",6329853.15193,1862581.13009,Marietas
1255,ACTIVE,41,2001-10-25T,"1106 1ST ST, CORONADO, CA  92118",-1,-1,Tartine
1256,ACTIVE,21,2001-04-09T,"4935 DIANE AVE, SAN DIEGO, CA  92117",6273906.13915,1884930.29703,Junior Liquor
1257,ACTIVE,41,2001-03-07T,"695 SATURN BLVD, STE F & G, SAN DIEGO, CA  92154",6302248.40416,1793496.52716,Boll Weevil 26
1258,ACTIVE,41,2001-05-03T,"3949 GOVERNOR DR, SAN DIEGO, CA  92122",6268689.00716,1891814.30001,Kiku Ya
1259,SUREND,20,2001-05-04T,"3382 MURPHY CANYON RD, SAN DIEGO, CA  92123-2654",6295612.61231,1873914.19347,Wal Mart Store 2177
1260,ACTIVE,47,2001-07-23T,"3537 5TH AVE, SAN DIEGO, CA  92103",6304467.834,1985558.905,Nunus Restaurant
1261,ACTIVE,48,2001-05-24T,"3339 EL CAJON BLVD, SAN DIEGO, CA  92104",6293717.34831,1855594.86509,Cricketts
1262,ACTIVE,47,2001-05-07T,"2836 JUAN ST, SAN DIEGO, CA  92110",6270363.90624,1856309.33126,La Pinata Restaurant
1263,ACTIVE,48,2001-05-21T,"945 W VALLEY PKWY, STE A, ESCONDIDO, CA  92025-2539",6314677.923,1979072.657,Thee Spot
1264,ACTIVE,47,2001-07-02T,"7210 BLUE HERON PL, CARLSBAD, CA  92011",6244956.1207,1980519.23302,Four Seasons Residence Club
1265,ACTIVE,41,2001-05-04T,"7081 CLAIREMONT MESA BLVD, STE 101 & 102, SAN DIEGO, CA  92111",6280560.57562,1883679.80004,Niban Restaurant
1266,ACTIVE,41,2001-05-04T,"1441 GARNET AVE, SAN DIEGO, CA  92109",6256362.67513,1871916.37198,Ichiban Restaurant
1267,ACTIVE,20,2001-05-14T,"2435 SHELTER ISLAND DR, SAN DIEGO, CA  92106",6261510.09367,1842805.37372,Pearson Deli
1268,ACTIVE,41,2001-06-05T,"524 S COAST HWY, OCEANSIDE, CA  92054",6213290.706,2019279.806,Hill Street Coffee House The
1269,ACTIVE,48,2001-08-01T,"7403 EL CAJON BLVD, LA MESA, CA  91941",6319675.15887,1860193.40547,Norms Cocktails
1270,SUREND,41,2001-06-04T,"1020 W SAN MARCOS BLVD, STE 150, SAN MARCOS, CA  92078-4031",6273642.80195,1994116.45617,Katsu Seafood & Steak House
1271,ACTIVE,20,2001-06-11T,"501 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",6317867.81678,1809583.54691,Telegraph Canyon Union
1272,SUREND,21,2001-06-07T,"9613 CARLTON HILLS BLVD, SANTEE, CA  92071-1415",6331794.89062,1890803.39781,Country Time Liquor
1273,ACTIVE,21,2001-06-05T,"841 S 45TH ST, SAN DIEGO, CA  92113",6300865.80049,1834489.08115,Jerrys Market
1274,ACTIVE,41,2001-05-21T,"8032 LA MESA BLVD, LA MESA, CA  91941",6323647.7702,1858358.2394,Round Table Pizza
1275,ACTIVE,41,2001-06-22T,"276 HARBOR DR S, OCEANSIDE, CA  92054",6212546.0005,2019485.18675,Harbor Fish & Chips
1276,ACTIVE,47,2001-06-21T,"182 E MAIN ST, EL CAJON, CA  92020",6343311.21919,1869853.53772,Por Favor
1277,ACTIVE,21,2001-05-30T,"15141 OLDE HIGHWAY 80, EL CAJON, CA  92021",6377382.07562,1891349.36117,Country Creek Market
1278,ACTIVE,47,2001-09-05T,"1651-53 GARNET AVE, SAN DIEGO, CA  92109",6261659.425,1873391.376,Costa Brava
1279,ACTIVE,21,2001-11-05T,"3807 NATIONAL AVE, SAN DIEGO, CA  92113-3222",6296383.99988,1834046.44765,Golden Gate Liquor
1280,ACTIVE,51,2001-08-16T,"2430 S ESCONDIDO BLVD, ESCONDIDO, CA  92025",6310013.04227,1978145.83951,Elks Lodge Escondido 1687
1281,SUREND,48,2001-07-05T,"1013 BROADWAY, A-D, EL CAJON, CA  92021",6347319.06074,1874377.47475,Casimiras
1282,ACTIVE,20,2001-06-22T,"4300 MAIN ST, STE 101, CHULA VISTA, CA  91911",6318600.67781,1796972.50721,7 Eleven 2131 18547
1283,ACTIVE,45,2001-06-25T,"1717 QUIVIRA RD, SAN DIEGO, CA  92109",6258368.12216,1859004.11303,Tortuga Sportfishing
1284,ACTIVE,21,2001-07-05T,"2045 UNIVERSITY AVE, SAN DIEGO, CA  92104-2708",6287193.91118,1853203.55593,Farmers Market 2
1285,ACTIVE,47,2001-07-12T,"505 6TH AVE, SAN DIEGO, CA  92101",-1,-1,Tivoli Bar
1286,ACTIVE,42,2001-07-26T,"5019 CASS ST, SAN DIEGO, CA  92109",6253076.31001,1874584.06077,Latitude 32
1287,ACTIVE,41,2001-08-06T,"835 4TH AVE, SAN DIEGO, CA  92101-6121",-1,-1,Assaggio
1288,ACTIVE,70,2001-12-13T,"11855 AVENUE OF INDUSTRY, SAN DIEGO, CA  92128-3423",6308577.80089,1941001.88519,Staybridge Suites San Diego Carmel Mountain
1289,ACTIVE,70,2001-12-07T,"6639 MIRA MESA BLVD, SAN DIEGO, CA  92121",6277877.50323,1910669.59387,Staybridge Suites San Diego Sorrento Mesa
1290,ACTIVE,47,2001-07-24T,"704-08-14 FOURTH AVE, SAN DIEGO, CA  92101",-1,-1,Hennesseys Taverns
1291,ACTIVE,21,2001-06-01T,"135 WASHINGTON ST, SAN DIEGO, CA  92103",6280921.30836,1853761.59877,Del Mission Liquor
1292,ACTIVE,21,2001-08-06T,"240-242 W MISSION RD, SAN MARCOS, CA  92069",6276322.031,1998242.252,4 Way Liquor
1293,ACTIVE,21,2001-08-06T,"7029 EL CAJON BLVD, SAN DIEGO, CA  92115",6316864.03467,1860295.48043,Dukes Liquor
1294,ACTIVE,48,2001-07-16T,"718 VENTURA PL, SAN DIEGO, CA  92109",6253541.37435,1862222.95658,Sandbar Grill
1295,ACTIVE,41,2001-07-17T,"9174 MIRA MESA BLVD, SAN DIEGO, CA  92126",6292701.46001,1914911.84486,Wings N Things
1296,ACTIVE,47,2001-07-11T,"1701 STRAND WAY, CORONADO, CA  92118",6276901.66667,1828298.44533,Coronado Boathouse 1887
1297,ACTIVE,20,2001-07-09T,"303 HIGHLAND AVE, NATIONAL CITY, CA  91950",6300282.16659,1829234.26136,Foodland 2
1298,ACTIVE,20,2001-08-13T,"102 N COAST HWY, OCEANSIDE, CA  92054-3016",6213290.706,2019279.806,Quick Corner Market
1299,ACTIVE,47,2001-08-06T,"626 E ST, CHULA VISTA, CA  91910",6301682.70893,1813894.77092,Hi Ball Restaurant & Cocktail
1300,ACTIVE,21,2001-08-13T,"650 DOUGLAS DR, STE 113-120, OCEANSIDE, CA  92058-6949",6233591.91897,2034216.57001,Five Star Market
1301,ACTIVE,47,2002-08-13T,"429-35 BROADWAY, CHULA VISTA, CA  91910",6302321.823,1813159.083,Village Club
1302,ACTIVE,21,2001-06-20T,"750 BEYER WAY, STE 8, SAN DIEGO, CA  92154",6311464.96704,1792441.30556,Beyer Market & Liquor
1303,ACTIVE,41,2003-04-11T,"4705 RUFFIN RD, SAN DIEGO, CA  92123",6292433.253,1881404.74575,Studio Diner
1304,ACTIVE,21,2001-11-09T,"9643 MISSION GORGE RD, SANTEE, CA  92071",6335287.95247,1885329.3452,Vons 1897
1305,ACTIVE,47,2001-11-19T,"10749 WESTVIEW PKWY, SAN DIEGO, CA  92126",6323263.536,1857884.089,Buca Di Beppo
1306,ACTIVE,21,2001-08-06T,"921 SEACOAST DR, IMPERIAL BEACH, CA  91932",6290048.571,1791876.71429,To Market To Market
1307,ACTIVE,41,2001-07-30T,"4717 EL CAJON BLVD, SAN DIEGO, CA  92115",6302536.67291,1855785.21496,Pho Hoa Corp
1308,ACTIVE,48,2001-08-24T,"8528 N MAGNOLIA AVE, STE 103-105, SANTEE, CA  92071",6342779.12121,1882513.0101,Second Wind Santee
1309,ACTIVE,41,2001-09-25T,"3787 4TH AVE, SAN DIEGO, CA  92103",-1,-1,La Pizzeria Arrivederci
1310,ACTIVE,21,2001-12-20T,"3508 COLLEGE BLVD, OCEANSIDE, CA  92056-4613",6241582.78261,2011091.56522,Grocery Outlet
1311,ACTIVE,41,2001-10-25T,"145 S COAST HWY 101, SOLANA BEACH, CA  92075",6241682.3557,1963176.95302,Masuos
1312,ACTIVE,41,2001-11-29T,"5400 KEARNY MESA RD, SAN DIEGO, CA  92111",6287313.76699,1884726.99389,Residence Inn Kearny Mesa
1313,ACTIVE,41,2001-08-21T,"5654 LAKE MURRAY BLVD, LA MESA, CA  91942",6321845.05362,1864930.6011,Trattoria Antica
1314,ACTIVE,21,2001-11-14T,"1873 S ESCONDIDO BLVD, ESCONDIDO, CA  92025-6521",6310078.49377,1981576.57522,One Stop Liquor
1315,ACTIVE,20,2001-10-31T,"695 E PALOMAR ST, CHULA VISTA, CA  91911",6323323.5262,1804183.3662,Chevron
1316,ACTIVE,20,2002-03-04T,"9936 MERCY RD, SAN DIEGO, CA  92129",6296929.79141,1922064.57193,Chevron Mini Mart
1317,ACTIVE,20,2001-12-28T,"1501 MELROSE DR, OCEANSIDE, CA  92056",6251642.5968,2036287.39184,Melrose Arco
1318,ACTIVE,21,2001-09-27T,"625 S COAST HIGHWAY 101, ENCINITAS, CA  92024",6241777.34823,1961316.03932,Encinitas Wine & Liquor
1319,ACTIVE,21,2001-09-26T,"3745-47 PARK BLVD, SAN DIEGO, CA  92103",6284957.745,1845339.79,Cottage Drive In Liquor
1320,ACTIVE,41,2001-08-28T,"1669 PALM AVE, SAN DIEGO, CA  92154",6303859.69675,1825596.80772,Jalisco Cafe
1321,ACTIVE,41,2001-10-15T,"427 W MISSION AVE, ESCONDIDO, CA  92025",6304288.82544,1991164.02129,Wagon Wheel Restaurant
1322,ACTIVE,20,2001-09-28T,"2098 HARRISON AVE, SAN DIEGO, CA  92113",6288582.57723,1836644.93145,Daniels Market
1323,ACTIVE,47,2001-12-14T,"8250 MIRA MESA BLVD, STE G, SAN DIEGO, CA  92126",6286487.07733,1913334.65778,Chipotle Mexican Grill
1324,ACTIVE,21,2001-09-05T,"1775 SUNSET CLIFFS BLVD, SAN DIEGO, CA  92107",6254439.75267,1851432.37421,Victory Wine & Spirits
1325,ACTIVE,21,2001-09-10T,"2601 5TH AVE, SAN DIEGO, CA  92103",6304467.834,1985558.905,Market Place The
1326,ACTIVE,47,2001-11-28T,"11966 EL CAMINO REAL, SAN DIEGO, CA  92130",6258245.55616,1921702.45162,Marriott Hotel
1327,ACTIVE,20,2002-03-15T,"4080 CONVOY ST, SAN DIEGO, CA  92111",6283566.40475,1878189.09809,7 Eleven 2121 33100
1328,ACTIVE,47,2001-11-07T,"8111 MIRA MESA BLVD, SAN DIEGO, CA  92126-2601",6286015.02361,1912858.97621,Callahans Pub & Brewery
1329,ACTIVE,21,2001-08-21T,"2810 EL CAJON BLVD, STE A, SAN DIEGO, CA  92104",6290051.11474,1855892.41276,Idaho Market
1330,ACTIVE,41,2001-12-12T,"5145 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",6276118.55592,1884538.66667,Los Palmitos Taco Shop
1331,ACTIVE,41,2001-09-28T,"3910 30TH ST, SAN DIEGO, CA  92104",6290939.36082,1853391.90315,Ranchos Cocina
1332,ACTIVE,20,2001-12-07T,"3446 HIGHLAND AVE, NATIONAL CITY, CA  91950",6303281.96445,1818900.69508,Grocery Outlet
1333,ACTIVE,20,2001-10-23T,"915 CAMINO DEL RIO S, SAN DIEGO, CA  92108",-1,-1,Arco Am Pm
1334,ACTIVE,20,2001-10-30T,"908 S DEL DIOS RD, ESCONDIDO, CA  92029",6301522.42496,1984321.11329,Als Short Stop
1335,ACTIVE,41,2002-10-09T,"1950 SILVERLEAF CIR, CARLSBAD, CA  92009",6249965.82952,1972690.2563,La Costa Glen Carlsbad
1336,ACTIVE,47,2002-03-12T,"647 S HIGHWAY 101, SOLANA BEACH, CA  92075",6248955.27335,1939125.11845,New Parioli Italian Bistro
1337,ACTIVE,41,2002-02-01T,"3445 MIDWAY DR, SAN DIEGO, CA  92110",6265481.36125,1854232.72675,Pizzaria D Ortegas
1338,ACTIVE,47,2004-05-07T,"904 5TH AVE, SAN DIEGO, CA  92101",6304448.61897,1985630.46266,Osetra The Fish House
1339,ACTIVE,41,2001-12-26T,"1142 E MAIN ST, EL CAJON, CA  92021",6348685,1869492.33669,Panda Valley Chinese Restaurant
1340,ACTIVE,47,2002-09-23T,"9804 MISSION GORGE RD, SANTEE, CA  92071",6336433.37632,1885576.17061,Chilis Grill & Bar 799
1341,ACTIVE,47,2003-01-29T,"255 VISTA VILLAGE DR, VISTA, CA  92083",6256183.02297,2017481.57436,Chilis Grill & Bar
